id,routine_id,bounce_index,skill_name,start_frame,end_frame,start_time,end_time,apex_time,apex_frame,start_height,end_height,apex_height
350,28,8,Broken,403,491,13.43,16.37,12.63,379,216,230,283
351,28,9,In/Out Bounce,491,524,16.37,17.47,15.77,473,230,225,283
352,29,0,In/Out Bounce,20,56,0.67,1.87,1.23,37,219,219,265
353,29,1,In/Out Bounce,56,94,1.87,3.13,2.47,74,219,219,277
354,29,2,In/Out Bounce,94,135,3.13,4.5,3.8,114,219,218,297
355,29,3,In/Out Bounce,135,171,4.5,5.7,5.17,155,218,238,301
356,29,4,Broken,171,181,5.7,6.03,5.97,179,238,240,265
357,29,5,In/Out Bounce,181,215,6.03,7.17,6.5,195,240,220,301
358,29,6,In/Out Bounce,215,256,7.17,8.53,7.87,236,220,220,301
359,29,7,In/Out Bounce,256,298,8.53,9.93,9.27,278,220,219,303
360,29,8,In/Out Bounce,298,339,9.93,11.3,10.63,319,219,230,301
361,29,9,Back S/S,339,378,11.3,12.6,11.87,356,230,229,296
362,29,10,Straddle Jump,378,417,12.6,13.9,13.2,396,229,219,299
363,29,11,Seat Drop,417,455,13.9,15.17,14.57,437,219,218,302
364,29,12,Swivel Hips/Seat Half Twist to Seat Drop,455,500,15.17,16.67,16.07,482,218,215,282
365,29,13,Half Twist to Feet (from seat),500,544,16.67,18.13,17.47,524,215,219,269
366,29,14,Pike Jump,544,583,18.13,19.43,18.7,561,219,233,285
367,29,15,Back Drop,583,629,19.43,20.97,20.07,602,233,215,290
368,29,16,Half Twist to Feet (from back),629,660,20.97,22.0,21.33,640,215,221,263
369,29,17,Tuck Jump,660,697,22.0,23.23,22.5,675,221,219,281
370,29,18,Full Twist Jump,697,736,23.23,24.53,23.9,717,219,219,291
371,29,19,In/Out Bounce,736,775,24.53,25.83,25.2,756,219,219,297
372,29,20,In/Out Bounce,775,925,25.83,30.83,26.37,791,219,228,262
373,30,0,In/Out Bounce,15,56,0.5,1.87,0.7,21,235,220,272
374,30,1,Broken,56,78,1.87,2.6,2.4,72,220,236,270
375,30,2,Broken,78,91,2.6,3.03,2.67,80,236,234,262
376,30,3,In/Out Bounce,91,125,3.03,4.17,3.63,109,234,233,270
377,30,4,In/Out Bounce,125,149,4.17,4.97,4.83,145,233,232,272
378,30,5,In/Out Bounce,149,192,4.97,6.4,5.6,168,232,244,344
379,30,6,In/Out Bounce,192,236,6.4,7.87,7.17,215,244,239,284
380,30,7,In/Out Bounce,236,274,7.87,9.13,8.57,257,239,232,290
381,30,8,Back S/S,274,313,9.13,10.43,9.73,292,232,227,300
382,30,9,Straddle Jump,313,354,10.43,11.8,11.07,332,227,227,309
383,30,10,Seat Drop,354,391,11.8,13.03,12.43,373,227,216,295
384,30,11,Broken,391,419,13.03,13.97,13.87,416,216,247,321
385,30,12,Broken,419,446,13.97,14.87,14.03,421,247,213,280
386,30,13,Half Twist to Feet (from seat),446,479,14.87,15.97,15.4,462,213,229,272
387,30,14,Pike Jump,479,517,15.97,17.23,16.53,496,229,234,286
388,30,15,Back Drop,517,563,17.23,18.77,17.83,535,234,211,293
389,30,16,Half Twist to Feet (from back),563,591,18.77,19.7,19.2,576,211,231,255
390,30,17,Tuck Jump,591,626,19.7,20.87,20.23,607,231,223,283
391,30,18,Full Twist Jump,626,665,20.87,22.17,21.53,646,223,222,285
392,30,19,In/Out Bounce,665,701,22.17,23.37,22.77,683,222,221,281
393,31,0,In/Out Bounce,129,164,4.3,5.47,2.9,87,223,221,255
394,31,1,In/Out Bounce,164,201,5.47,6.7,4.93,148,221,224,283
395,31,2,In/Out Bounce,201,239,6.7,7.97,6.0,180,224,220,312
396,31,3,In/Out Bounce,239,278,7.97,9.27,7.33,220,220,235,326
397,31,4,Front Drop,278,314,9.27,10.47,8.57,257,235,209,326
398,31,5,To Feet (from front),314,359,10.47,11.97,9.93,298,209,220,324
399,31,6,Straddle Jump,359,401,11.97,13.37,11.37,341,220,224,301
400,31,7,Half Twist to Seat Drop,401,449,13.37,14.97,12.73,382,224,209,339
401,31,8,Swivel Hips/Seat Half Twist to Seat Drop,449,484,14.97,16.13,14.03,421,209,210,339
402,31,9,Half Twist to Feet (from seat),484,527,16.13,17.57,15.6,468,210,218,311
403,31,10,Pike Jump,527,568,17.57,18.93,17.0,510,218,223,298
404,31,11,Full Twist Jump,568,609,18.93,20.3,18.2,546,223,221,336
405,31,12,Tuck Jump,609,648,20.3,21.6,19.63,589,221,235,343
406,31,13,Front S/S,648,684,21.6,22.8,20.87,626,235,222,339
407,31,14,In/Out Bounce,684,721,22.8,24.03,22.23,667,222,215,319
408,32,0,In/Out Bounce,54,86,1.8,2.87,1.0,30,233,232,320
409,32,1,In/Out Bounce,86,121,2.87,4.03,2.3,69,232,243,291
410,32,2,In/Out Bounce,121,158,4.03,5.27,3.43,103,243,245,301
411,32,3,In/Out Bounce,158,193,5.27,6.43,4.6,138,245,245,307
412,32,4,In/Out Bounce,193,227,6.43,7.57,5.8,174,245,245,306
413,32,5,Front Drop,227,270,7.57,9.0,6.97,209,245,213,304
414,32,6,To Feet (from front),270,298,9.0,9.93,8.1,243,213,228,288
415,32,7,Straddle Jump,298,336,9.93,11.2,9.43,283,228,240,271
416,32,8,Half Twist to Seat Drop,336,383,11.2,12.77,10.5,315,240,214,323
417,32,9,Swivel Hips/Seat Half Twist to Seat Drop,383,425,12.77,14.17,11.83,355,214,215,329
418,32,10,Half Twist to Feet (from seat),425,457,14.17,15.23,13.3,399,215,230,301
419,32,11,Pike Jump,457,494,15.23,16.47,14.63,439,230,242,289
420,32,12,Full Twist Jump,494,531,16.47,17.7,15.8,474,242,226,320
421,32,13,Tuck Jump,531,571,17.7,19.03,17.13,514,226,239,318
422,32,14,Front S/S,571,606,19.03,20.2,18.3,549,239,233,332
423,33,0,Broken,23,114,0.77,3.8,2.47,74,242,267,328
424,33,1,In/Out Bounce,114,140,3.8,4.67,4.0,120,267,238,291
425,33,2,Front Drop,140,174,4.67,5.8,5.27,158,238,218,294
426,33,3,To Feet (from front),174,221,5.8,7.37,6.73,202,218,234,273
427,33,4,Straddle Jump,221,259,7.37,8.63,7.93,238,234,236,297
428,33,5,Half Twist to Seat Drop,259,298,8.63,9.93,9.27,278,236,219,290
429,33,6,Swivel Hips/Seat Half Twist to Seat Drop,298,341,9.93,11.37,10.7,321,219,218,270
430,33,7,Half Twist to Feet (from seat),341,384,11.37,12.8,12.23,367,218,235,289
431,33,8,Pike Jump,384,419,12.8,13.97,13.63,409,235,244,282
432,33,9,Full Twist Jump,419,465,13.97,15.5,14.6,438,244,246,311
433,33,10,Broken,465,614,15.5,20.47,15.7,471,246,244,326
434,33,11,Broken,614,629,20.47,20.97,20.9,627,244,250,325
435,34,0,In/Out Bounce,217,250,7.23,8.33,5.6,168,226,227,260
436,34,1,In/Out Bounce,250,284,8.33,9.47,7.7,231,227,228,269
437,34,2,In/Out Bounce,284,317,9.47,10.57,8.8,264,228,228,283
438,34,3,In/Out Bounce,317,352,10.57,11.73,9.93,298,228,228,289
439,34,4,In/Out Bounce,352,389,11.73,12.97,11.13,334,228,227,292
440,34,5,In/Out Bounce,389,425,12.97,14.17,12.3,369,227,227,293
441,34,6,In/Out Bounce,425,461,14.17,15.37,13.53,406,227,227,296
442,34,7,In/Out Bounce,461,497,15.37,16.57,14.7,441,227,226,297
443,34,8,In/Out Bounce,497,533,16.57,17.77,15.93,478,226,238,298
444,34,9,Front Drop,533,580,17.77,19.33,17.13,514,238,204,305
445,34,10,To Feet (from front),580,612,19.33,20.4,18.33,550,204,235,306
446,34,11,Straddle Jump,612,652,20.4,21.73,19.83,595,235,236,289
447,34,12,Half Twist to Seat Drop,652,701,21.73,23.37,21.07,632,236,212,338
448,34,13,Swivel Hips/Seat Half Twist to Seat Drop,701,737,23.37,24.57,22.43,673,212,212,331
449,34,14,Half Twist to Feet (from seat),737,782,24.57,26.07,23.93,718,212,233,323
450,34,15,Pike Jump,782,824,26.07,27.47,25.4,762,233,222,315
451,34,16,Full Twist Jump,824,866,27.47,28.87,26.67,800,222,235,338
452,34,17,Tuck Jump,866,907,28.87,30.23,28.17,845,235,227,351
453,34,18,Front S/S,907,948,30.23,31.6,29.5,885,227,226,345
454,34,19,In/Out Bounce,948,987,31.6,32.9,30.87,926,226,215,347
455,35,0,In/Out Bounce,68,94,2.27,3.13,2.43,73,245,245,299
456,35,1,In/Out Bounce,94,131,3.13,4.37,3.83,115,245,222,275
457,35,2,In/Out Bounce,131,170,4.37,5.67,4.97,149,222,229,290
458,35,3,Back S/S,170,212,5.67,7.07,6.33,190,229,218,317
459,35,4,Straddle Jump,212,254,7.07,8.47,7.73,232,218,219,318
460,35,5,Seat Drop,254,292,8.47,9.73,9.2,276,219,217,306
461,35,6,Swivel Hips/Seat Half Twist to Seat Drop,292,339,9.73,11.3,10.7,321,217,215,300
462,35,7,Half Twist to Feet (from seat),339,383,11.3,12.77,12.13,364,215,232,287
463,35,8,Pike Jump,383,422,12.77,14.07,13.4,402,232,223,291
464,35,9,Back Drop,422,469,14.07,15.63,14.73,442,223,212,292
465,35,10,Half Twist to Feet (from back),469,501,15.63,16.7,16.07,482,212,222,263
466,35,11,Tuck Jump,501,539,16.7,17.97,17.3,519,222,223,292
467,35,12,Full Twist Jump,539,577,17.97,19.23,18.5,555,223,218,287
468,35,13,In/Out Bounce,577,618,19.23,20.6,19.93,598,218,213,284
469,36,0,In/Out Bounce,81,113,2.7,3.77,0.93,28,235,237,302
470,36,1,Back S/S,113,150,3.77,5.0,3.27,98,237,219,292
471,36,2,Straddle Jump,150,187,5.0,6.23,4.43,133,219,226,307
472,36,3,Seat Drop,187,221,6.23,7.37,5.6,168,226,211,303
473,36,4,Swivel Hips/Seat Half Twist to Seat Drop,221,259,7.37,8.63,6.8,204,211,212,293
474,36,5,Half Twist to Feet (from seat),259,294,8.63,9.8,8.1,243,212,220,268
475,36,6,Pike Jump,294,329,9.8,10.97,9.4,282,220,231,265
476,36,7,Back Drop,329,371,10.97,12.37,10.47,314,231,207,292
477,36,8,Broken,371,427,12.37,14.23,11.53,346,207,219,283
478,36,9,Full Twist Jump,427,458,14.23,15.27,13.67,410,219,224,263
479,36,10,In/Out Bounce,458,492,15.27,16.4,14.77,443,224,219,280
480,37,0,In/Out Bounce,55,108,1.83,3.6,1.4,42,223,219,298
481,37,1,In/Out Bounce,108,143,3.6,4.77,3.07,92,219,219,247
482,37,2,In/Out Bounce,143,181,4.77,6.03,4.07,122,219,220,261
483,37,3,In/Out Bounce,181,219,6.03,7.3,5.4,162,220,219,287
484,37,4,In/Out Bounce,219,259,7.3,8.63,6.67,200,219,219,284
485,37,5,In/Out Bounce,259,299,8.63,9.97,8.0,240,219,219,292
486,37,6,In/Out Bounce,299,339,9.97,11.3,9.43,283,219,218,285
487,37,7,In/Out Bounce,339,381,11.3,12.7,10.7,321,218,218,297
488,37,8,In/Out Bounce,381,421,12.7,14.03,11.97,359,218,219,301
489,37,9,In/Out Bounce,421,460,14.03,15.33,13.3,399,219,232,297
490,37,10,Back S/S,460,499,15.33,16.63,14.7,441,232,230,293
491,37,11,Straddle Jump,499,538,16.63,17.93,15.93,478,230,220,295
492,37,12,Seat Drop,538,589,17.93,19.63,17.27,518,220,219,294
493,37,13,Swivel Hips/Seat Half Twist to Seat Drop,589,623,19.63,20.77,18.63,559,219,214,307
494,37,14,Half Twist to Feet (from seat),623,668,20.77,22.27,20.13,604,214,218,287
495,37,15,Pike Jump,668,707,22.27,23.57,21.63,649,218,230,273
496,37,16,Back Drop,707,751,23.57,25.03,22.83,685,230,216,288
497,37,17,Half Twist to Feet (from back),751,785,25.03,26.17,24.23,727,216,218,289
498,37,18,Tuck Jump,785,823,26.17,27.43,25.57,767,218,219,265
499,37,19,Full Twist Jump,823,862,27.43,28.73,26.8,804,219,219,283
500,37,20,In/Out Bounce,862,905,28.73,30.17,28.0,840,219,216,292
501,38,0,In/Out Bounce,47,68,1.57,2.27,2.07,62,231,240,275
502,38,1,In/Out Bounce,68,90,2.27,3.0,2.33,70,240,240,268
503,38,2,In/Out Bounce,90,113,3.0,3.77,3.6,108,240,247,278
504,38,3,In/Out Bounce,113,150,3.77,5.0,4.33,130,247,255,283
505,38,4,In/Out Bounce,150,184,5.0,6.13,5.57,167,255,242,286
506,38,5,In/Out Bounce,184,222,6.13,7.4,6.73,202,242,240,292
507,38,6,In/Out Bounce,222,259,7.4,8.63,7.97,239,240,242,292
508,38,7,Back S/S,259,298,8.63,9.93,9.3,279,242,237,306
509,38,8,Straddle Jump,298,338,9.93,11.27,10.53,316,237,237,310
510,38,9,Seat Drop,338,386,11.27,12.87,11.9,357,237,225,299
511,38,10,Swivel Hips/Seat Half Twist to Seat Drop,386,429,12.87,14.3,13.3,399,225,225,286
512,38,11,Half Twist to Feet (from seat),429,459,14.3,15.3,14.83,445,225,241,280
513,38,12,Tuck Jump,459,495,15.3,16.5,15.87,476,241,245,288
514,38,13,Back Drop,495,541,16.5,18.03,17.07,512,245,223,294
515,38,14,Half Twist to Feet (from back),541,568,18.03,18.93,18.43,553,223,233,267
516,38,15,Tuck Jump,568,603,18.93,20.1,19.47,584,233,229,278
517,38,16,Full Twist Jump,603,640,20.1,21.33,20.7,621,229,232,294
518,38,17,In/Out Bounce,640,676,21.33,22.53,21.97,659,232,230,287
519,39,0,In/Out Bounce,62,100,2.07,3.33,2.63,79,238,234,327
520,39,1,In/Out Bounce,100,139,3.33,4.63,3.93,118,234,249,334
521,39,2,Front Drop,139,186,4.63,6.2,5.23,157,249,221,326
522,39,3,To Feet (from front),186,218,6.2,7.27,6.7,201,221,232,293
523,39,4,Straddle Jump,218,257,7.27,8.57,8.0,240,232,233,329
524,39,5,Half Twist to Feet (from seat),257,296,8.57,9.87,9.2,276,233,223,340
525,39,6,Swivel Hips/Seat Half Twist to Seat Drop,296,340,9.87,11.33,10.77,323,223,224,325
526,39,7,Half Twist to Feet (from seat),340,385,11.33,12.83,12.17,365,224,235,307
527,39,8,Tuck Jump,385,422,12.83,14.07,13.43,403,235,249,342
528,39,9,Full Twist Jump,422,463,14.07,15.43,14.8,444,249,236,347
529,39,10,Tuck Jump,463,503,15.43,16.77,16.0,480,236,248,360
530,39,11,Front S/S,503,584,16.77,19.47,17.47,524,248,219,338
531,40,0,In/Out Bounce,25,57,0.83,1.9,1.4,42,243,238,290
532,40,1,In/Out Bounce,57,91,1.9,3.03,2.5,75,238,238,301
533,40,2,In/Out Bounce,91,126,3.03,4.2,3.6,108,238,238,303
534,40,3,In/Out Bounce,126,162,4.2,5.4,4.77,143,238,239,305
535,40,4,In/Out Bounce,162,195,5.4,6.5,5.9,177,239,259,305
536,40,5,In/Out Bounce,195,230,6.5,7.67,7.13,214,259,247,307
537,40,6,In/Out Bounce,230,265,7.67,8.83,8.23,247,247,247,308
538,40,7,In/Out Bounce,265,299,8.83,9.97,9.4,282,247,251,310
539,40,8,Front Drop,299,342,9.97,11.4,10.5,315,251,220,295
540,40,9,To Feet (from front),342,370,11.4,12.33,11.8,354,220,235,277
541,40,10,Tuck Jump,370,408,12.33,13.6,12.97,389,235,245,334
542,40,11,Half Twist to Seat Drop,408,447,13.6,14.9,14.3,429,245,221,344
543,40,12,Swivel Hips/Seat Half Twist to Seat Drop,447,498,14.9,16.6,15.73,472,221,222,316
544,40,13,Half Twist to Feet (from seat),498,530,16.6,17.67,17.17,515,222,237,306
545,40,14,Tuck Jump,530,567,17.67,18.9,18.3,549,237,249,335
546,40,15,Tuck Jump,567,608,18.9,20.27,19.43,583,249,236,340
547,40,16,Full Twist Jump,608,644,20.27,21.47,20.83,625,236,232,334
548,40,17,Front S/S,644,680,21.47,22.67,22.07,662,232,232,314
549,40,18,In/Out Bounce,680,712,22.67,23.73,23.23,697,232,237,297
550,40,19,In/Out Bounce,712,739,23.73,24.63,24.17,725,237,239,264
551,41,0,In/Out Bounce,30,49,1.0,1.63,1.53,46,208,209,299
552,41,1,In/Out Bounce,49,68,1.63,2.27,1.77,53,209,220,254
553,41,2,In/Out Bounce,68,110,2.27,3.67,3.03,91,220,214,314
554,41,3,In/Out Bounce,110,155,3.67,5.17,4.43,133,214,218,323
555,41,4,Back S/S,155,195,5.17,6.5,5.77,173,218,216,339
556,41,5,Straddle Jump,195,236,6.5,7.87,7.13,214,216,216,324
557,41,6,Back S/S,236,274,7.87,9.13,8.47,254,216,216,324
558,41,7,Seat Drop,274,320,9.13,10.67,9.8,294,216,188,316
559,41,8,Swivel Hips/Seat Half Twist to Seat Drop,320,365,10.67,12.17,11.33,340,188,194,303
560,41,9,Half Twist to Feet (from seat),365,398,12.17,13.27,12.67,380,194,218,288
561,41,10,Pike Jump,398,441,13.27,14.7,13.93,418,218,220,269
562,41,11,Half Twist Jump,441,478,14.7,15.93,15.23,457,220,219,264
563,41,12,Tuck Jump,478,520,15.93,17.33,16.67,500,219,216,267
564,41,13,Barani,520,559,17.33,18.63,17.93,538,216,215,254
565,42,0,Full Twist Jump,73,112,2.43,3.73,3.0,90,202,201,291
566,42,1,Seat Drop,112,154,3.73,5.13,4.37,131,201,181,290
567,42,2,Swivel Hips/Seat Half Twist to Seat Drop,154,192,5.13,6.4,5.83,175,181,180,271
568,42,3,To Feet (from seat),192,230,6.4,7.67,7.23,217,180,200,254
569,42,4,Pike Jump,230,266,7.67,8.87,8.23,247,200,204,277
570,42,5,Barani,266,300,8.87,10.0,9.47,284,204,196,277
571,42,6,Tuck Jump,300,418,10.0,13.93,10.53,316,196,181,239
572,43,0,In/Out Bounce,60,99,2.0,3.3,2.6,78,191,189,248
573,43,1,In/Out Bounce,99,141,3.3,4.7,3.97,119,189,189,279
574,43,2,In/Out Bounce,141,186,4.7,6.2,5.43,163,189,188,297
575,43,3,In/Out Bounce,186,233,6.2,7.77,6.97,209,188,188,307
576,43,4,In/Out Bounce,233,282,7.77,9.4,8.6,258,188,187,309
577,43,5,In/Out Bounce,282,329,9.4,10.97,10.2,306,187,197,312
578,43,6,Back S/S,329,376,10.97,12.53,11.73,352,197,197,315
579,43,7,Straddle Jump,376,423,12.53,14.1,13.27,398,197,197,306
580,43,8,Back S/S,423,469,14.1,15.63,14.87,446,197,197,302
581,43,9,Seat Drop,469,522,15.63,17.4,16.4,492,197,188,296
582,43,10,Swivel Hips/Seat Half Twist to Seat Drop,522,571,17.4,19.03,18.03,541,188,186,288
583,43,11,Half Twist to Feet (from seat),571,611,19.03,20.37,19.7,591,186,187,275
584,43,12,Pike Jump,611,652,20.37,21.73,20.97,629,187,200,289
585,43,13,Half Twist Jump,652,696,21.73,23.2,22.47,674,200,199,287
586,43,14,Tuck Jump,696,741,23.2,24.7,23.9,717,199,197,294
587,43,15,Barani,741,785,24.7,26.17,25.4,762,197,198,302
588,43,16,In/Out Bounce,785,834,26.17,27.8,26.97,809,198,183,308
589,44,0,In/Out Bounce,27,67,0.9,2.23,1.6,48,205,203,313
590,44,1,In/Out Bounce,67,110,2.23,3.67,2.97,89,203,202,339
591,44,2,In/Out Bounce,110,155,3.67,5.17,4.6,138,202,201,354
592,44,3,In/Out Bounce,155,201,5.17,6.7,5.93,178,201,216,364
593,44,4,Back S/S,201,246,6.7,8.2,7.53,226,216,211,376
594,44,5,Straddle Jump,246,291,8.2,9.7,8.9,267,211,236,368
595,44,6,Back S/S,291,334,9.7,11.13,10.3,309,236,224,361
596,44,7,Seat Drop,334,377,11.13,12.57,11.8,354,224,188,364
597,44,8,Swivel Hips/Seat Half Twist to Seat Drop,377,425,12.57,14.17,13.5,405,188,190,335
598,44,9,Half Twist to Feet (from seat),425,472,14.17,15.73,15.07,452,190,216,317
599,44,10,Pike Jump,472,515,15.73,17.17,16.43,493,216,202,332
600,44,11,Half Twist Jump,515,556,17.17,18.53,17.8,534,202,216,324
601,44,12,Tuck Jump,556,599,18.53,19.97,19.23,577,216,215,354
602,44,13,Barani,599,644,19.97,21.47,20.67,620,215,208,359
603,44,14,In/Out Bounce,644,724,21.47,24.13,22.17,665,208,178,352
604,45,0,In/Out Bounce,40,78,1.33,2.6,0.67,20,191,190,250
605,45,1,In/Out Bounce,78,119,2.6,3.97,2.0,60,190,190,259
606,45,2,In/Out Bounce,119,159,3.97,5.3,3.33,100,190,190,268
607,45,3,In/Out Bounce,159,201,5.3,6.7,4.63,139,190,194,274
608,45,4,Back S/S,201,243,6.7,8.1,6.0,180,194,197,276
609,45,5,Straddle Jump,243,283,8.1,9.43,7.43,223,197,197,284
610,45,6,Back S/S,283,325,9.43,10.83,8.77,263,197,190,281
611,45,7,Seat Drop,325,363,10.83,12.1,10.17,305,190,189,276
612,45,8,Swivel Hips/Seat Half Twist to Seat Drop,363,409,12.1,13.63,11.53,346,189,186,279
613,45,9,Half Twist to Feet (from seat),409,453,13.63,15.1,13.07,392,186,190,295
614,45,10,Pike Jump,453,494,15.1,16.47,14.43,433,190,192,254
615,45,11,Half Twist Jump,494,536,16.47,17.87,15.8,474,192,190,275
616,45,12,Tuck Jump,536,576,17.87,19.2,17.13,514,190,194,276
617,45,13,Barani,576,616,19.2,20.53,18.5,555,194,191,275
618,45,14,In/Out Bounce,616,659,20.53,21.97,19.83,595,191,186,275
619,46,0,In/Out Bounce,17,55,0.57,1.83,1.23,37,206,200,302
620,46,1,In/Out Bounce,55,94,1.83,3.13,2.47,74,200,200,312
621,46,2,In/Out Bounce,94,134,3.13,4.47,3.8,114,200,199,311
622,46,3,In/Out Bounce,134,175,4.47,5.83,5.17,155,199,210,320
623,46,4,Back S/S,175,216,5.83,7.2,6.5,195,210,206,335
624,46,5,Straddle Jump,216,257,7.2,8.57,7.83,235,206,209,315
625,46,6,Back S/S,257,294,8.57,9.8,9.13,274,209,209,313
626,46,7,Seat Drop,294,332,9.8,11.07,10.5,315,209,188,313
627,46,8,Swivel Hips/Seat Half Twist to Seat Drop,332,386,11.07,12.87,12.0,360,188,189,305
628,46,9,Half Twist to Feet (from seat),386,420,12.87,14.0,13.4,402,189,206,282
629,46,10,Pike Jump,420,462,14.0,15.4,14.63,439,206,199,309
630,46,11,Half Twist Jump,462,499,15.4,16.63,16.0,480,199,198,310
631,46,12,Tuck Jump,499,538,16.63,17.93,17.33,520,198,209,322
632,46,13,Barani,538,573,17.93,19.1,18.53,556,209,210,296
633,46,14,In/Out Bounce,573,614,19.1,20.47,19.73,592,210,197,306
634,47,0,In/Out Bounce,74,102,2.47,3.4,1.9,57,193,190,218
635,47,1,In/Out Bounce,102,137,3.4,4.57,2.9,87,190,189,233
636,47,2,In/Out Bounce,137,176,4.57,5.87,4.0,120,189,188,277
637,47,3,In/Out Bounce,176,217,5.87,7.23,5.23,157,188,187,290
638,47,4,In/Out Bounce,217,259,7.23,8.63,6.6,198,187,187,297
639,47,5,In/Out Bounce,259,302,8.63,10.07,7.97,239,187,195,301
640,47,6,Back S/S,302,345,10.07,11.5,9.27,278,195,193,298
641,47,7,Straddle Jump,345,388,11.5,12.93,10.83,325,193,184,287
642,47,8,Full Twist Jump,388,433,12.93,14.43,12.2,366,184,186,289
643,47,9,Seat Drop,433,483,14.43,16.1,13.83,415,186,188,289
644,47,10,Swivel Hips/Seat Half Twist to Seat Drop,483,530,16.1,17.67,15.07,452,188,189,306
645,47,11,To Feet (from seat),530,565,17.67,18.83,16.7,501,189,187,289
646,47,12,Pike Jump,565,611,18.83,20.37,18.13,544,187,195,269
647,47,13,Barani,611,645,20.37,21.5,19.7,591,195,192,291
648,47,14,Tuck Jump,645,687,21.5,22.9,20.9,627,192,196,263
649,47,15,Front S/S,687,729,22.9,24.3,22.2,666,196,194,282
650,48,0,In/Out Bounce,24,62,0.8,2.07,1.43,43,219,218,254
651,48,1,In/Out Bounce,62,99,2.07,3.3,2.7,81,218,221,256
652,48,2,In/Out Bounce,99,135,3.3,4.5,3.93,118,221,221,257
653,48,3,Back S/S,135,173,4.5,5.77,5.07,152,221,212,262
654,48,4,Straddle Jump,173,210,5.77,7.0,6.43,193,212,202,302
655,48,5,Full Twist Jump,210,249,7.0,8.3,7.67,230,202,201,301
656,48,6,Seat Drop,249,295,8.3,9.83,8.97,269,201,185,299
657,48,7,Swivel Hips/Seat Half Twist to Seat Drop,295,337,9.83,11.23,10.4,312,185,188,269
658,48,8,To Feet (from seat),337,366,11.23,12.2,11.77,353,188,218,248
659,48,9,Pike Jump,366,402,12.2,13.4,12.8,384,218,214,267
660,48,10,Barani,402,445,13.4,14.83,14.13,424,214,225,251
661,49,0,In/Out Bounce,17,57,0.57,1.9,1.23,37,204,203,316
662,49,1,In/Out Bounce,57,99,1.9,3.3,2.6,78,203,201,330
663,49,2,In/Out Bounce,99,144,3.3,4.8,4.0,120,201,205,358
664,49,3,In/Out Bounce,144,190,4.8,6.33,5.6,168,205,200,361
665,49,4,In/Out Bounce,190,236,6.33,7.87,7.07,212,200,215,365
666,49,5,Back S/S,236,281,7.87,9.37,8.57,257,215,213,372
667,49,6,Straddle Jump,281,327,9.37,10.9,10.1,303,213,214,376
668,49,7,Back S/S,327,373,10.9,12.43,11.63,349,214,209,366
669,49,8,Seat Drop,373,426,12.43,14.2,13.2,396,209,188,368
670,49,9,Swivel Hips/Seat Half Twist to Seat Drop,426,465,14.2,15.5,14.83,445,188,187,334
671,49,10,Half Twist to Feet (from seat),465,513,15.5,17.1,16.47,494,187,216,317
672,49,11,Tuck Jump,513,549,17.1,18.3,17.8,534,216,228,392
673,49,12,Broken,549,683,18.3,22.77,19.1,573,228,216,295
674,50,0,In/Out Bounce,64,97,2.13,3.23,1.57,47,212,199,252
675,50,1,In/Out Bounce,97,133,3.23,4.43,2.63,79,199,198,258
676,50,2,In/Out Bounce,133,168,4.43,5.6,3.83,115,198,210,266
677,50,3,In/Out Bounce,168,205,5.6,6.83,5.03,151,210,205,278
678,50,4,Back S/S,205,242,6.83,8.07,6.23,187,205,201,280
679,50,5,Straddle Jump,242,279,8.07,9.3,7.37,221,201,198,283
680,50,6,Full Twist Jump,279,317,9.3,10.57,8.67,260,198,199,292
681,50,7,Seat Drop,317,363,10.57,12.1,9.93,298,199,183,295
682,50,8,Swivel Hips/Seat Half Twist to Seat Drop,363,397,12.1,13.23,11.2,336,183,186,298
683,50,9,To Feet (from seat),397,438,13.23,14.6,12.6,378,186,204,282
684,50,10,Pike Jump,438,477,14.6,15.9,14.1,423,204,204,267
685,51,0,In/Out Bounce,46,82,1.53,2.73,2.1,63,190,190,237
686,51,1,In/Out Bounce,82,122,2.73,4.07,3.33,100,190,188,264
687,51,2,In/Out Bounce,122,166,4.07,5.53,4.8,144,188,186,288
688,51,3,In/Out Bounce,166,212,5.53,7.07,6.4,192,186,188,300
689,51,4,In/Out Bounce,212,258,7.07,8.6,7.8,234,188,187,304
690,51,5,In/Out Bounce,258,305,8.6,10.17,9.4,282,187,187,306
691,51,6,In/Out Bounce,305,352,10.17,11.73,10.97,329,187,187,314
692,51,7,In/Out Bounce,352,401,11.73,13.37,12.6,378,187,187,311
693,51,8,In/Out Bounce,401,448,13.37,14.93,14.07,422,187,186,306
694,51,9,In/Out Bounce,448,495,14.93,16.5,15.77,473,186,187,307
695,51,10,In/Out Bounce,495,544,16.5,18.13,17.27,518,187,195,307
696,51,11,Back S/S,544,587,18.13,19.57,18.83,565,195,197,312
697,51,12,Straddle Jump,587,634,19.57,21.13,20.27,608,197,197,302
698,51,13,Back S/S,634,679,21.13,22.63,21.9,657,197,195,302
699,51,14,Seat Drop,679,721,22.63,24.03,23.4,702,195,188,294
700,51,15,Swivel Hips/Seat Half Twist to Seat Drop,721,770,24.03,25.67,25.03,751,188,185,282
701,51,16,Half Twist to Feet (from seat),770,821,25.67,27.37,26.63,799,185,185,272
702,51,17,Pike Jump,821,864,27.37,28.8,28.0,840,185,187,284
703,51,18,Half Twist Jump,864,908,28.8,30.27,29.57,887,187,185,288
