id,judgement_id,contributor_id,bounce_id,deduction_value,deduction_json
1072,114,7,16,0.4,"{""line_out"": ""0.2"", ""legs_knees"": ""0.1"", ""legs_apart"": ""0.1""}"
1073,114,7,768,0.2,"{""ob_upright"": ""0.1"", ""ob_feet"": ""0.1"", ""ob_steps"": ""0.2""}"
1074,115,8,1633,0.4,"{""body"": ""0.1"", ""twist_timing"": ""0.1"", ""after_opening_feet_front_tuck"": ""0.2"", ""after_opening_feet_front_shape"": ""tuck""}"
1075,115,8,1634,0.1,"{""body"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1076,115,8,1635,0.5,"{""legs_toes"": ""0.1"", ""body"": ""0.2"", ""after_opening_feet_front_tuck"": ""0.2"", ""legs_knees"": ""0.1"", ""after_opening_feet_front_shape"": ""tuck""}"
1077,115,8,1636,0.1,"{""line_out"": ""0.1""}"
1078,115,8,1637,0.2,"{""body"": ""0.1"", ""arms-elbows"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1079,115,8,1638,0.2,"{""body"": ""0.0"", ""twist_timing"": ""0.1"", ""arms-windmill"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1080,115,8,1639,0.0,{}
1081,115,8,1640,0.0,{}
1082,115,8,1641,0.1,"{""after_opening_back_shape"": ""pike"", ""opening_timing_back"": ""0.1""}"
1083,115,8,1642,0.2,"{""body"": ""0.1"", ""opening_timing_feet_front"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1084,115,8,1643,0.0,{}
1085,115,8,1644,0.0,{}
1086,116,9,1563,0.0,"{""body"": ""0.0"", ""opening_timing_feet_front"": ""0.0"", ""after_opening_feet_front_shape"": ""pike"", ""after_opening_feet_front_pike"": ""0.0""}"
1087,116,9,1564,0.0,"{""after_opening_feet_front_pike"": ""0.0"", ""after_opening_feet_front_shape"": ""pike""}"
1088,116,9,1565,0.0,{}
1089,116,9,1566,0.0,"{""after_opening_feet_front_shape"": ""pike""}"
1090,116,9,1567,0.0,"{""after_opening_feet_front_shape"": ""pike""}"
1091,116,9,1568,0.0,"{""after_opening_feet_front_shape"": ""pike""}"
1092,116,9,1569,0.0,"{""after_opening_feet_front_shape"": ""pike""}"
1093,116,9,1570,0.0,"{""after_opening_feet_front_shape"": ""pike""}"
1094,116,9,1571,0.0,{}
1095,116,9,1572,0.0,{}
1096,116,9,1573,0.0,{}
1097,116,9,1574,0.0,{}
1098,117,8,1606,0.1,"{""body"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1099,117,8,1607,0.3,"{""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1100,117,8,1608,0.1,"{""body"": ""0.1""}"
1101,117,8,1609,0.3,"{""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_apart"": ""0.1""}"
1102,117,8,1610,0.0,{}
1103,117,8,1611,0.3,"{""body"": ""0.1"", ""opening_timing_feet_front"": ""0.2"", ""after_opening_feet_front_shape"": ""pike""}"
1104,117,8,1612,0.4,"{""body"": ""0.1"", ""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1105,117,8,1613,0.1,"{""body"": ""0.1"", ""after_opening_back_shape"": ""pike""}"
1106,117,8,1614,0.5,"{""body"": ""0.1"", ""legs_knees"": ""0.1"", ""opening_timing_feet_front"": ""0.0"", ""after_opening_feet_front_shape"": ""tuck"", ""after_opening_feet_front_tuck"": ""0.3"", ""legs_apart"": ""0.1""}"
1107,117,8,1615,0.3,"{""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1108,117,8,1616,0.2,"{""ob_steps"": ""0.1"", ""ob_arm_movement"": ""0.1""}"
1109,118,8,1606,0.1,"{""body"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1110,118,8,1607,0.3,"{""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1111,118,8,1608,0.1,"{""body"": ""0.1""}"
1112,118,8,1609,0.3,"{""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_apart"": ""0.1""}"
1113,118,8,1610,0.0,{}
1114,118,8,1611,0.3,"{""body"": ""0.1"", ""opening_timing_feet_front"": ""0.2"", ""after_opening_feet_front_shape"": ""pike""}"
1115,118,8,1612,0.4,"{""body"": ""0.1"", ""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1116,118,8,1613,0.1,"{""body"": ""0.1"", ""after_opening_back_shape"": ""pike""}"
1117,118,8,1614,0.5,"{""body"": ""0.1"", ""legs_knees"": ""0.1"", ""opening_timing_feet_front"": ""0.0"", ""after_opening_feet_front_shape"": ""tuck"", ""after_opening_feet_front_tuck"": ""0.3"", ""legs_apart"": ""0.1""}"
1118,118,8,1615,0.3,"{""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1119,118,8,1616,0.2,"{""ob_steps"": ""0.1"", ""ob_arm_movement"": ""0.1""}"
1120,119,9,1563,0.0,"{""after_opening_feet_front_shape"": ""pike""}"
1121,119,9,1564,0.1,"{""body"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1122,119,9,1565,0.0,{}
1123,119,9,1566,0.1,"{""body"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1124,119,9,1567,0.1,"{""arms_twist_half_full"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1125,119,9,1568,0.2,"{""body"": ""0.1"", ""opening_timing_feet_front"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1126,119,9,1569,0.2,"{""twist_timing"": ""0.1"", ""opening_timing_feet_front"": ""0.1"", ""after_opening_feet_front_shape"": ""pike""}"
1127,119,9,1570,0.4,"{""after_opening_feet_front_tuck"": ""0.2"", ""legs_knees"": ""0.1"", ""opening_timing_feet_front"": ""0.1"", ""after_opening_feet_front_shape"": ""tuck""}"
1128,119,9,1571,0.2,"{""body"": ""0.1"", ""arms-elbows"": ""0.1""}"
1129,119,9,1572,0.1,"{""arms-elbows"": ""0.1""}"
1130,119,9,1573,0.0,{}
1131,119,9,1574,0.0,{}
1132,120,9,980,0.0,{}
1133,120,9,981,0.2,"{""body"": ""0.1"", ""legs_knees"": ""0.1""}"
1134,120,9,982,0.2,"{""body"": ""0.1"", ""legs_horz"": ""0.1""}"
1135,120,9,983,0.1,"{""body"": ""0.1""}"
1136,120,9,984,0.3,"{""body"": ""0.2"", ""legs_knees"": ""0.1""}"
1137,120,9,985,0.2,"{""body"": ""0.2""}"
1138,120,9,986,0.2,"{""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1""}"
1139,120,9,987,0.0,{}
1140,120,9,988,0.2,"{""body"": ""0.1"", ""arms-elbows"": ""0.1""}"
1141,120,9,989,0.5,"{""legs_toes"": ""0.1"", ""body"": ""0.1"", ""opening_timing_feet_front"": ""0.3"", ""after_opening_feet_front_shape"": ""pike""}"
1142,120,9,990,0.1,"{""ob_uctrl_movements"": ""0.1""}"
1143,120,9,991,0.2,"{""ob_upright"": ""0.1"", ""ob_steps"": ""0.1"", ""ob_arm_movement"": ""0.1""}"
1144,121,7,788,0.2,"{""arms-elbows"": ""0.1"", ""legs_apart"": ""0.1""}"
1145,121,7,789,0.5,"{""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1"", ""line_out"": ""0.2""}"
1146,121,7,790,0.2,"{""body"": ""0.1"", ""arms-windmill"": ""0.1""}"
1147,121,7,791,0.3,"{""body"": ""0.1"", ""arms-elbows"": ""0.1"", ""legs_apart"": ""0.1""}"
1148,121,7,792,0.5,"{""legs_toes"": ""0.1"", ""arms-elbows"": ""0.1"", ""body"": ""0.2"", ""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1149,121,7,793,0.3,"{""body"": ""0.1"", ""arms-elbows"": ""0.1"", ""line_out"": ""0.1""}"
1150,121,7,794,0.2,"{""arms-windmill"": ""0.1"", ""legs_apart"": ""0.1""}"
1151,121,7,795,0.5,"{""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1"", ""line_out"": ""0.2""}"
1152,121,7,796,0.2,"{""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1153,121,7,797,0.2,"{""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1154,121,7,798,0.0,{}
1155,121,7,799,0.1,"{""ob_steps"": ""0.1""}"
1156,122,7,808,0.3,"{""legs_toes"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_apart"": ""0.1""}"
1157,122,7,809,0.5,"{""legs_toes"": ""0.1"", ""body"": ""0.2"", ""line_out"": ""0.2"", ""legs_knees"": ""0.1"", ""legs_horz"": ""0.2""}"
1158,122,7,810,0.5,"{""legs_toes"": ""0.1"", ""body"": ""0.2"", ""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1"", ""legs_apart"": ""0.1""}"
1159,122,7,811,0.4,"{""legs_toes"": ""0.1"", ""body"": ""0.2"", ""legs_knees"": ""0.1""}"
1160,122,7,812,0.4,"{""legs_toes"": ""0.1"", ""body"": ""0.2"", ""arms-windmill"": ""0.1""}"
1161,122,7,813,0.3,"{""body"": ""0.2"", ""line_out"": ""0.1""}"
1162,122,7,814,0.2,"{""legs_toes"": ""0.1"", ""legs_knees"": ""0.1"", ""legs_apart"": ""0.1""}"
1163,122,7,815,0.5,"{""body"": ""0.2"", ""arms-elbows"": ""0.1"", ""line_out"": ""0.1"", ""legs_horz"": ""0.2"", ""legs_apart"": ""0.1""}"
1164,122,7,816,0.3,"{""body"": ""0.2"", ""legs_knees"": ""0.1""}"
1165,122,7,817,0.3,"{""body"": ""0.1"", ""arms-elbows"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1166,122,7,818,0.0,{}
1167,122,7,819,0.1,"{""ob_steps"": ""0.1""}"
1168,123,7,823,0.3,"{""arms-elbows"": ""0.1"", ""legs_knees"": ""0.1"", ""legs_apart"": ""0.1""}"
1169,123,7,824,0.5,"{""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1"", ""line_out"": ""0.2""}"
1170,123,7,825,0.5,"{""legs_toes"": ""0.1"", ""arms-elbows"": ""0.1"", ""body"": ""0.2"", ""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1171,123,7,826,0.2,"{""legs_toes"": ""0.1"", ""body"": ""0.1""}"
1172,123,7,827,0.4,"{""legs_toes"": ""0.1"", ""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1173,123,7,828,0.4,"{""legs_toes"": ""0.1"", ""arms-elbows"": ""0.1"", ""line_out"": ""0.1"", ""body"": ""0.1""}"
1174,123,7,829,0.3,"{""legs_toes"": ""0.1"", ""arms-elbows"": ""0.1"", ""legs_apart"": ""0.1""}"
1175,123,7,830,0.5,"{""body"": ""0.1"", ""line_out"": ""0.2"", ""legs_knees"": ""0.1"", ""legs_toes"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1""}"
1176,123,7,831,0.4,"{""legs_toes"": ""0.1"", ""body"": ""0.2"", ""legs_knees"": ""0.1""}"
1177,123,7,832,0.2,"{""arms-windmill"": ""0.1"", ""legs_apart"": ""0.1""}"
1178,123,7,833,0.0,{}
1179,123,7,834,0.0,{}
1180,124,7,837,0.0,{}
1181,124,7,838,0.4,"{""body"": ""0.1"", ""line_out"": ""0.2"", ""legs_horz"": ""0.1""}"
1182,124,7,839,0.0,{}
1183,124,7,840,0.0,{}
1184,124,7,841,0.0,{}
1185,124,7,842,0.2,"{""line_out"": ""0.2""}"
1186,124,7,843,0.2,"{""arms-windmill"": ""0.1"", ""legs_apart"": ""0.1""}"
1187,124,7,844,0.4,"{""body"": ""0.1"", ""line_out"": ""0.2"", ""legs_horz"": ""0.1""}"
1188,124,7,845,0.2,"{""body"": ""0.1"", ""legs_knees"": ""0.1""}"
1189,124,7,846,0.0,{}
1190,124,7,847,0.0,{}
1191,124,7,848,0.0,{}
1192,125,7,852,0.2,"{""arms-elbows"": ""0.1"", ""legs_apart"": ""0.1""}"
1193,125,7,853,0.4,"{""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1"", ""line_out"": ""0.2""}"
1194,125,7,854,0.3,"{""body"": ""0.2"", ""arms-windmill"": ""0.1""}"
1195,125,7,855,0.3,"{""body"": ""0.2"", ""legs_knees"": ""0.1""}"
1196,125,7,856,0.3,"{""legs_toes"": ""0.1"", ""body"": ""0.0"", ""arms-windmill"": ""0.1"", ""legs_knees"": ""0.1""}"
1197,125,7,857,0.2,"{""body"": ""0.1"", ""line_out"": ""0.1""}"
1198,125,7,858,0.1,"{""arms-position"": ""0.1""}"
1199,125,7,859,0.5,"{""body"": ""0.1"", ""arms-windmill"": ""0.1"", ""legs_horz"": ""0.1"", ""line_out"": ""0.2""}"
1200,125,7,860,0.2,"{""body"": ""0.1"", ""legs_knees"": ""0.1""}"
1201,125,7,861,0.2,"{""body"": ""0.1"", ""legs_apart"": ""0.1""}"
1202,125,7,862,0.0,{}
1203,125,7,863,0.0,{}
1204,126,7,243,0.0,{}
1205,126,7,244,0.3,"{""body"": ""0.1"", ""line_out"": ""0.1"", ""legs_horz"": ""0.1""}"
1206,126,7,245,0.0,"{""body"": ""0.0""}"
1207,126,7,246,0.0,{}
1208,126,7,247,0.0,{}
1209,126,7,248,0.4,"{""body"": ""0.2"", ""line_out"": ""0.2""}"
1210,126,7,249,0.0,{}
1211,126,7,250,0.3,"{""body"": ""0.1"", ""line_out"": ""0.2""}"
1212,126,7,251,0.2,"{""body"": ""0.1"", ""legs_knees"": ""0.1""}"
1213,126,7,252,0.2,"{""body"": ""0.1"", ""legs_knees"": ""0.1""}"
1214,126,7,253,0.0,{}
